parcel_id,sale_date,sale_year,sale_price,land_use,tax_district,sold_as_vacant,price_outlier_flag,sale_price_real
070 02 0 028.00,2013-01-10,2013,26000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,26000.0
071 05 0 163.00,2013-01-24,2013,81000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,81000.0
080 08 0 031.00,2013-01-17,2013,27000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,27000.0
080 08 0 260.00,2013-01-04,2013,20000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,20000.0
033 03 0B 067.00,2013-01-11,2013,165000.0,SINGLE FAMILY,,N,CLEAN,165000.0
041 03 0A 002.00,2013-01-30,2013,145000.0,SINGLE FAMILY,,N,CLEAN,145000.0
041 11 0 011.00,2013-01-04,2013,100.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,ZERO_OR_NEAR_ZERO,100.0
041 15 0 043.00,2013-01-31,2013,136600.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,136600.0
050 10 0C 279.00,2013-01-11,2013,80000.0,SINGLE FAMILY,,N,CLEAN,80000.0
050 15 0 140.00,2013-01-15,2013,109900.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,109900.0
034 03 0B 905.00,2013-01-28,2013,79190.0,RESIDENTIAL CONDO,,N,CLEAN,79190.0
034 07 0A 049.00,2013-01-15,2013,214000.0,SINGLE FAMILY,,N,CLEAN,214000.0
042 07 0A 129.00,2013-01-02,2013,51200.0,SINGLE FAMILY,,N,CLEAN,51200.0
043 09 0 048.00,2013-01-16,2013,44000.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,44000.0
043 09 0 330.00,2013-01-11,2013,102900.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,102900.0
043 12 0 036.00,2013-01-16,2013,97500.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,97500.0
043 14 0B 025.00,2013-01-23,2013,139900.0,SINGLE FAMILY,,N,CLEAN,139900.0
043 15 0 249.00,2013-01-08,2013,70000.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,70000.0
043 16 0 010.00,2013-01-08,2013,74000.0,DUPLEX,GENERAL SERVICES DISTRICT,N,CLEAN,74000.0
051 15 0A 052.00,2013-01-11,2013,49000.0,RESIDENTIAL CONDO,,N,CLEAN,49000.0
052 06 0 093.00,2013-01-11,2013,159900.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,159900.0
052 07 0 082.00,2013-01-24,2013,66120.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,66120.0
052 08 0 114.00,2013-01-09,2013,85000.0,DUPLEX,GENERAL SERVICES DISTRICT,N,CLEAN,85000.0
052 08 0 116.00,2013-01-03,2013,89900.0,DUPLEX,GENERAL SERVICES DISTRICT,N,CLEAN,89900.0
052 08 0A 164.00,2013-01-08,2013,109000.0,SINGLE FAMILY,,N,CLEAN,109000.0
061 07 0 205.00,2013-01-04,2013,77500.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,77500.0
061 11 0 235.00,2013-01-04,2013,83000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,83000.0
061 11 0 317.00,2013-01-17,2013,154900.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,154900.0
061 15 0 108.00,2013-01-15,2013,130000.0,DUPLEX,URBAN SERVICES DISTRICT,N,CLEAN,130000.0
063 02 0 038.00,2013-01-16,2013,108500.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,108500.0
071 15 0 300.00,2013-01-15,2013,57999.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,57999.0
071 15 0 451.00,2013-01-24,2013,40000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,40000.0
071 16 0 040.00,2013-01-08,2013,16000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,16000.0
072 03 0 387.00,2013-01-10,2013,334000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,334000.0
072 04 0 146.00,2013-01-15,2013,150000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,150000.0
072 05 0 106.00,2013-01-16,2013,60000.0,RESIDENTIAL COMBO/MISC,,N,CLEAN,60000.0
072 06 0 301.00,2013-01-16,2013,250000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,250000.0
072 07 0 213.00,2013-01-24,2013,76000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,76000.0
072 08 0 250.00,2013-01-30,2013,177750.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,177750.0
072 10 0 314.00,2013-01-07,2013,53000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,53000.0
072 12 0 274.00,2013-01-17,2013,120000.0,DUPLEX,URBAN SERVICES DISTRICT,N,CLEAN,120000.0
072 13 0 289.00,2013-01-24,2013,53000.0,SINGLE FAMILY,,N,CLEAN,53000.0
072 13 0 326.00,2013-01-15,2013,30000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,30000.0
072 15 0 160.00,2013-01-10,2013,132000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,132000.0
073 09 0 179.00,2013-01-08,2013,125000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,125000.0
082 03 0 032.00,2013-01-24,2013,26500.0,SINGLE FAMILY,,N,CLEAN,26500.0
082 04 0 017.00,2013-01-25,2013,248840.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,248840.0
082 04 0 110.00,2013-01-11,2013,52500.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,52500.0
082 04 0 305.00,2013-01-11,2013,75000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,75000.0
082 08 0 241.00,2013-01-09,2013,153000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,153000.0
082 08 0 252.00,2013-01-25,2013,210000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,210000.0
082 11 0 015.00,2013-01-18,2013,183000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,183000.0
082 16 0 314.00,2013-01-24,2013,281993.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,281993.0
083 01 0 168.00,2013-01-11,2013,70000.0,DUPLEX,URBAN SERVICES DISTRICT,N,CLEAN,70000.0
083 01 0 302.00,2013-01-25,2013,120000.0,DUPLEX,URBAN SERVICES DISTRICT,N,CLEAN,120000.0
083 01 0 343.00,2013-01-24,2013,65000.0,DUPLEX,URBAN SERVICES DISTRICT,N,CLEAN,65000.0
083 04 0 178.00,2013-01-22,2013,148500.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,148500.0
083 04 0A 007.00,2013-01-11,2013,277900.0,VACANT RES LAND,,N,CLEAN,277900.0
083 05 0 312.00,2013-01-20,2013,355000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,355000.0
083 05 0 450.00,2013-01-02,2013,72500.0,VACANT RES LAND,URBAN SERVICES DISTRICT,N,CLEAN,72500.0
083 06 0 364.00,2013-01-31,2013,129900.0,SINGLE FAMILY,,N,CLEAN,129900.0
083 06 0 365.00,2013-01-31,2013,129900.0,VACANT RES LAND,,N,CLEAN,129900.0
083 07 0 130.00,2013-01-24,2013,159900.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,159900.0
083 09 0 032.00,2013-01-29,2013,225000.0,TRIPLEX,URBAN SERVICES DISTRICT,N,CLEAN,225000.0
083 10 0 264.00,2013-01-23,2013,173000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,173000.0
083 10 0 330.00,2013-01-10,2013,235000.0,DUPLEX,URBAN SERVICES DISTRICT,N,CLEAN,235000.0
083 11 0 175.00,2013-01-28,2013,215000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,215000.0
083 13 0 364.00,2013-01-23,2013,78000.0,SINGLE FAMILY,,N,CLEAN,78000.0
083 13 0 400.00,2013-01-10,2013,388565.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,388565.0
084 05 0 090.00,2013-01-24,2013,241000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,241000.0
094 01 0 130.00,2013-01-15,2013,64000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,64000.0
094 02 0 143.00,2013-01-18,2013,410000.0,SINGLE FAMILY,,N,CLEAN,410000.0
094 02 0 144.00,2013-01-18,2013,410000.0,SINGLE FAMILY,,N,CLEAN,410000.0
094 02 0 145.00,2013-01-18,2013,410000.0,SINGLE FAMILY,,N,CLEAN,410000.0
094 05 0 099.00,2013-01-03,2013,98000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,98000.0
094 05 0 100.00,2013-01-30,2013,50100.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,50100.0
044 14 0 108.00,2013-01-24,2013,65200.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,65200.0
053 06 0B 096.00,2013-01-28,2013,138000.0,SINGLE FAMILY,,N,CLEAN,138000.0
053 06 0B 109.00,2013-01-11,2013,128500.0,SINGLE FAMILY,,N,CLEAN,128500.0
053 12 0 237.00,2013-01-18,2013,217000.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,217000.0
053 15 0 032.00,2013-01-11,2013,135000.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,135000.0
054 13 0 045.00,2013-01-09,2013,85000.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,85000.0
062 02 0B 278.00,2013-01-16,2013,45000.0,VACANT RES LAND,,N,CLEAN,45000.0
063 12 0 031.00,2013-01-09,2013,144500.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,144500.0
064 01 0 055.00,2013-01-18,2013,375000.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,375000.0
064 12 0A 104.00,2013-01-24,2013,105150.0,RESIDENTIAL CONDO,,N,CLEAN,105150.0
064 13 0 045.00,2013-01-18,2013,77000.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,77000.0
064 13 0B 061.00,2013-01-18,2013,77991.0,RESIDENTIAL CONDO,,N,CLEAN,77991.0
064 16 0D 043.00,2013-01-22,2013,148000.0,SINGLE FAMILY,,N,CLEAN,148000.0
065 09 0 110.00,2013-01-18,2013,115000.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,115000.0
073 03 0 010.00,2013-01-11,2013,109900.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,109900.0
074 12 0 024.00,2013-01-08,2013,78600.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,78600.0
074 16 0 061.00,2013-01-23,2013,140000.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,140000.0
075 11 0 189.00,2013-01-03,2013,47025.0,ZERO LOT LINE,GENERAL SERVICES DISTRICT,N,CLEAN,47025.0
075 12 0A 113.00,2013-01-25,2013,124000.0,SINGLE FAMILY,,N,CLEAN,124000.0
075 12 0C 023.00,2013-01-15,2013,127449.0,RESIDENTIAL CONDO,,N,CLEAN,127449.0
084 13 0 012.00,2013-01-11,2013,73500.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,73500.0
084 15 0 099.00,2013-01-18,2013,125000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,125000.0
084 16 0 117.00,2013-01-28,2013,86000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,86000.0
086 01 0 025.00,2013-01-09,2013,83500.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,83500.0
086 02 0 036.00,2013-01-15,2013,110000.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,110000.0
086 07 0 187.00,2013-01-25,2013,125000.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,125000.0
086 07 0A 032.00,2013-01-28,2013,138600.0,SINGLE FAMILY,,N,CLEAN,138600.0
086 12 0A 038.00,2013-01-14,2013,55000.0,VACANT RES LAND,,N,CLEAN,55000.0
086 16 0 042.00,2013-01-18,2013,104900.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,104900.0
087 02 0 072.00,2013-01-15,2013,150000.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,150000.0
095 03 0 108.00,2013-01-09,2013,165000.0,DUPLEX,URBAN SERVICES DISTRICT,N,CLEAN,165000.0
095 04 0 234.00,2013-01-07,2013,147000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,147000.0
095 14 0 024.00,2013-01-17,2013,100000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,100000.0
096 05 0 060.00,2013-01-30,2013,205000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,205000.0
096 09 0B 038.00,2013-01-22,2013,149984.0,VACANT RES LAND,,N,CLEAN,149984.0
096 10 0 097.00,2013-01-11,2013,95000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,95000.0
096 13 0 062.00,2013-01-17,2013,48000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,48000.0
097 02 0A 238.00,2013-01-17,2013,142988.0,VACANT RES LAND,,N,CLEAN,142988.0
098 06 0A 267.00,2013-01-17,2013,279000.0,SINGLE FAMILY,,N,CLEAN,279000.0
098 09 0 009.00,2013-01-18,2013,207000.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,207000.0
107 13 0 097.00,2013-01-11,2013,89000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,89000.0
107 13 0 118.00,2013-01-15,2013,55000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,55000.0
108 03 0 107.00,2013-01-29,2013,107000.0,ZERO LOT LINE,GENERAL SERVICES DISTRICT,N,CLEAN,107000.0
108 03 0 156.00,2013-01-29,2013,107000.0,ZERO LOT LINE,GENERAL SERVICES DISTRICT,N,CLEAN,107000.0
108 12 0 244.00,2013-01-10,2013,182000.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,182000.0
108 16 0 028.00,2013-01-07,2013,93000.0,ZERO LOT LINE,GENERAL SERVICES DISTRICT,N,CLEAN,93000.0
109 01 0 004.00,2013-01-18,2013,81600.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,81600.0
109 04 0A 061.00,2013-01-10,2013,261022.0,SINGLE FAMILY,,N,CLEAN,261022.0
109 08 0A 014.00,2013-01-17,2013,57425.0,VACANT RES LAND,,N,CLEAN,57425.0
110 03 0A 053.00,2013-01-07,2013,188076.0,VACANT RES LAND,,N,CLEAN,188076.0
110 03 0A 054.00,2013-01-07,2013,188076.0,VACANT RES LAND,,N,CLEAN,188076.0
110 03 0A 057.00,2013-01-07,2013,188076.0,VACANT RES LAND,,N,CLEAN,188076.0
120 01 0 095.00,2013-01-17,2013,86500.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,86500.0
120 05 0 060.00,2013-01-25,2013,165000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,165000.0
120 05 0 061.00,2013-01-18,2013,120000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,120000.0
120 09 0 144.00,2013-01-29,2013,125000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,125000.0
122 01 0A 014.00,2013-01-11,2013,167000.0,SINGLE FAMILY,,N,CLEAN,167000.0
122 01 0A 298.00,2013-01-28,2013,191000.0,SINGLE FAMILY,,N,CLEAN,191000.0
122 01 0A 489.00,2013-01-24,2013,124500.0,RESIDENTIAL CONDO,,N,CLEAN,124500.0
135 06 0A 038.00,2013-01-14,2013,415000.0,SINGLE FAMILY,,N,CLEAN,415000.0
136 03 0A 025.00,2013-01-08,2013,69000.0,RESIDENTIAL CONDO,,N,CLEAN,69000.0
136 09 0 045.00,2013-01-18,2013,125000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,125000.0
136 10 0B 029.00,2013-01-16,2013,33000.0,RESIDENTIAL CONDO,,N,CLEAN,33000.0
136 14 0 036.00,2013-01-02,2013,152000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,152000.0
136 14 0 227.00,2013-01-14,2013,53300.0,ZERO LOT LINE,URBAN SERVICES DISTRICT,N,CLEAN,53300.0
149 01 0B 066.00,2013-01-04,2013,119900.0,SINGLE FAMILY,,N,CLEAN,119900.0
149 02 0B 071.00,2013-01-10,2013,99800.0,SINGLE FAMILY,,N,CLEAN,99800.0
149 04 0 113.00,2013-01-28,2013,139500.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,139500.0
149 04 0A 002.00,2013-01-25,2013,139990.0,SINGLE FAMILY,,N,CLEAN,139990.0
149 04 0A 003.00,2013-01-30,2013,139990.0,SINGLE FAMILY,,N,CLEAN,139990.0
149 04 0A 004.00,2013-01-04,2013,135790.0,SINGLE FAMILY,,N,CLEAN,135790.0
149 15 0A 423.00,2013-01-31,2013,119900.0,SINGLE FAMILY,,N,CLEAN,119900.0
150 03 0 075.00,2013-01-08,2013,123900.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,123900.0
150 08 0 130.00,2013-01-18,2013,107000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,107000.0
150 15 0B 006.00,2013-01-15,2013,137210.0,SINGLE FAMILY,,N,CLEAN,137210.0
151 09 0B 113.00,2013-01-14,2013,187000.0,SINGLE FAMILY,,N,CLEAN,187000.0
151 10 0A 124.00,2013-01-15,2013,81000.0,SINGLE FAMILY,,N,CLEAN,81000.0
163 02 0 049.00,2013-01-07,2013,144900.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,144900.0
163 02 0C 069.00,2013-01-15,2013,74900.0,RESIDENTIAL CONDO,,N,CLEAN,74900.0
163 05 0B 077.00,2013-01-14,2013,57500.0,RESIDENTIAL CONDO,,N,CLEAN,57500.0
163 07 0A 046.00,2013-01-08,2013,16000.0,VACANT RES LAND,,N,CLEAN,16000.0
164 08 0C 003.00,2013-01-22,2013,146900.0,SINGLE FAMILY,,N,CLEAN,146900.0
164 08 0C 005.00,2013-01-28,2013,153000.0,SINGLE FAMILY,,N,CLEAN,153000.0
164 10 0A 174.00,2013-01-10,2013,168000.0,SINGLE FAMILY,,N,CLEAN,168000.0
165 13 0A 027.00,2013-01-22,2013,106500.0,SINGLE FAMILY,,N,CLEAN,106500.0
175 06 0A 040.00,2013-01-04,2013,129990.0,SINGLE FAMILY,,N,CLEAN,129990.0
176 05 0 067.00,2013-01-30,2013,147362.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,147362.0
176 05 0A 036.00,2013-01-03,2013,150000.0,SINGLE FAMILY,,N,CLEAN,150000.0
081 12 0B 018.00,2013-01-31,2013,415000.0,RESIDENTIAL CONDO,,N,CLEAN,415000.0
081 12 0B 317.00,2013-01-11,2013,275000.0,RESIDENTIAL CONDO,,N,CLEAN,275000.0
081 16 0 675.00,2013-01-04,2013,195000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,195000.0
093 05 2B 004.00,2013-01-14,2013,152500.0,RESIDENTIAL CONDO,,N,CLEAN,152500.0
093 05 2B 053.00,2013-01-30,2013,175000.0,RESIDENTIAL CONDO,,N,CLEAN,175000.0
093 06 0A 016.00,2013-01-25,2013,215000.0,RESIDENTIAL CONDO,,N,CLEAN,215000.0
093 06 0A 094.00,2013-01-23,2013,437000.0,RESIDENTIAL CONDO,,N,CLEAN,437000.0
093 06 0A 273.00,2013-01-02,2013,252000.0,RESIDENTIAL CONDO,,N,CLEAN,252000.0
093 06 0A 300.00,2013-01-24,2013,284000.0,RESIDENTIAL CONDO,,N,CLEAN,284000.0
093 06 1D 203.00,2013-01-11,2013,232500.0,RESIDENTIAL CONDO,,N,CLEAN,232500.0
093 06 1J 079.00,2013-01-02,2013,255000.0,RESIDENTIAL CONDO,,N,CLEAN,255000.0
093 06 1J 174.00,2013-01-14,2013,169300.0,RESIDENTIAL CONDO,,N,CLEAN,169300.0
093 13 0C 012.00,2013-01-15,2013,430000.0,RESIDENTIAL CONDO,,N,CLEAN,430000.0
093 13 0C 040.00,2013-01-30,2013,275000.0,RESIDENTIAL CONDO,,N,CLEAN,275000.0
093 13 0C 156.00,2013-01-04,2013,275000.0,RESIDENTIAL CONDO,,N,CLEAN,275000.0
093 13 0D 109.00,2013-01-25,2013,712500.0,RESIDENTIAL CONDO,,N,CLEAN,712500.0
093 16 0 089.00,2013-02-05,2013,15000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,15000.0
105 03 0C 002.00,2013-02-22,2013,182400.0,RESIDENTIAL CONDO,,N,CLEAN,182400.0
105 03 0D 005.00,2013-02-13,2013,132000.0,RESIDENTIAL CONDO,,N,CLEAN,132000.0
105 04 0 088.00,2013-02-12,2013,47500.0,DUPLEX,URBAN SERVICES DISTRICT,N,CLEAN,47500.0
105 11 0 062.00,2013-02-08,2013,212000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,212000.0
105 11 0 120.00,2013-02-19,2013,220000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,220000.0
106 15 0 002.00,2013-02-13,2013,133450.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,133450.0
119 10 0 175.00,2013-02-28,2013,216000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,216000.0
119 13 0 211.00,2013-02-07,2013,85000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,85000.0
119 14 0 209.00,2013-02-13,2013,164900.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,164900.0
119 14 0 290.00,2013-02-25,2013,125000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,125000.0
119 14 0 292.00,2013-02-08,2013,165102.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,165102.0
119 14 0 296.00,2013-02-15,2013,58000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,58000.0
119 15 0 081.00,2013-02-15,2013,129900.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,129900.0
133 07 0 014.00,2013-02-15,2013,82000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,82000.0
133 07 0 249.00,2013-02-19,2013,71000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,71000.0
133 11 0 043.00,2013-02-26,2013,107900.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,107900.0
133 11 0 189.00,2013-02-11,2013,125700.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,125700.0
133 11 0A 013.00,2013-02-05,2013,33000.0,RESIDENTIAL CONDO,,N,CLEAN,33000.0
133 11 0A 077.00,2013-02-20,2013,42000.0,RESIDENTIAL CONDO,,N,CLEAN,42000.0
146 12 0 049.00,2013-02-28,2013,240000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,240000.0
147 05 0 145.00,2013-02-01,2013,174000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,174000.0
147 09 0 022.00,2013-02-28,2013,325000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,325000.0
147 10 0 040.00,2013-02-20,2013,179900.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,179900.0
147 10 0 085.00,2013-02-12,2013,142000.0,DUPLEX,URBAN SERVICES DISTRICT,N,CLEAN,142000.0
147 11 0 062.00,2013-02-14,2013,142500.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,142500.0
147 11 0C 001.00,2013-02-15,2013,175000.0,RESIDENTIAL CONDO,,N,CLEAN,175000.0
147 12 0 023.00,2013-02-25,2013,115000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,115000.0
147 12 0A 205.00,2013-02-25,2013,130000.0,RESIDENTIAL CONDO,,N,CLEAN,130000.0
147 16 0A 013.00,2013-02-05,2013,85000.0,RESIDENTIAL CONDO,,N,CLEAN,85000.0
148 09 0 049.00,2013-02-08,2013,125000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,125000.0
160 10 0A 008.00,2013-02-22,2013,345000.0,SINGLE FAMILY,,N,CLEAN,345000.0
160 11 0 046.00,2013-02-07,2013,300000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,300000.0
160 11 0A 115.00,2013-02-15,2013,351000.0,SINGLE FAMILY,,N,CLEAN,351000.0
160 14 0B 128.00,2013-02-04,2013,123000.0,RESIDENTIAL CONDO,,N,CLEAN,123000.0
160 14 0C 011.00,2013-02-11,2013,128000.0,RESIDENTIAL CONDO,,N,CLEAN,128000.0
161 01 0A 065.00,2013-02-07,2013,62000.0,RESIDENTIAL CONDO,,N,CLEAN,62000.0
161 01 0B 004.00,2013-02-22,2013,372000.0,SINGLE FAMILY,,N,CLEAN,372000.0
161 06 0A 033.00,2013-02-11,2013,170000.0,RESIDENTIAL CONDO,,N,CLEAN,170000.0
161 06 0A 070.00,2013-02-11,2013,174000.0,RESIDENTIAL CONDO,,N,CLEAN,174000.0
161 09 0 116.00,2013-02-01,2013,123000.0,ZERO LOT LINE,URBAN SERVICES DISTRICT,N,CLEAN,123000.0
161 09 0A 102.00,2013-02-01,2013,127500.0,RESIDENTIAL CONDO,,N,CLEAN,127500.0
161 10 0B 036.00,2013-02-22,2013,189900.0,SINGLE FAMILY,,N,CLEAN,189900.0
161 16 0A 048.00,2013-02-15,2013,115000.0,RESIDENTIAL CONDO,,N,CLEAN,115000.0
162 02 0A 024.00,2013-02-12,2013,141900.0,SINGLE FAMILY,,N,CLEAN,141900.0
162 02 0A 025.00,2013-02-07,2013,141900.0,SINGLE FAMILY,,N,CLEAN,141900.0
162 07 0 001.00,2013-02-20,2013,82620.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,82620.0
162 10 0 217.00,2013-02-22,2013,132000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,132000.0
171 04 0A 058.00,2013-02-22,2013,322900.0,SINGLE FAMILY,,N,CLEAN,322900.0
171 07 0B 005.00,2013-02-14,2013,170000.0,VACANT RES LAND,,N,CLEAN,170000.0
172 02 0 112.00,2013-02-11,2013,340000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,340000.0
172 04 0A 073.00,2013-02-22,2013,175000.0,SINGLE FAMILY,,N,CLEAN,175000.0
172 06 0A 083.00,2013-02-22,2013,364900.0,SINGLE FAMILY,,N,CLEAN,364900.0
172 08 0A 146.00,2013-02-14,2013,120000.0,SINGLE FAMILY,,N,CLEAN,120000.0
172 12 0B 190.00,2013-02-27,2013,169780.0,SINGLE FAMILY,,N,CLEAN,169780.0
