parcel_id,property_address,property_city,sale_date,sale_year,sale_price,sale_price_real,land_use,tax_district,sold_as_vacant,price_outlier_flag,latitude,longitude,tract_fips,median_hh_income,total_population,poverty_rate,vacancy_rate,income_quintile
083 15 0 045.00,2702  NOONAN DR,NASHVILLE,2013-04-25,2013,172500.0,172500.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,36.1741066774,-86.72333968451,47037011600,51106.0,4071.0,0.0847457627118644,0.12244897959183673,Q3
083 15 0 179.00,2715  BARCLAY DR,NASHVILLE,2013-04-18,2013,167900.0,167900.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,36.172276909164,-86.721078933626,47037011600,51106.0,4071.0,0.0847457627118644,0.12244897959183673,Q3
084 01 0 037.00,2602  AIRPARK DR,NASHVILLE,2013-04-19,2013,195000.0,195000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,36.192423214204,-86.707526585897,47037011600,51106.0,4071.0,0.0847457627118644,0.12244897959183673,Q3
093 08 0 037.00,1000  GLENVIEW DR,NASHVILLE,2013-04-16,2013,55000.0,55000.0,VACANT RES LAND,URBAN SERVICES DISTRICT,Y,CLEAN,36.164240666144,-86.75260132709,47037019200,45478.0,3782.0,0.2621127879269261,0.11003420752565564,Q3
093 08 0 038.00,1002  GLENVIEW DR,NASHVILLE,2013-04-16,2013,25000.0,25000.0,VACANT RES LAND,URBAN SERVICES DISTRICT,Y,CLEAN,36.164239749125,-86.752591621981,47037019200,45478.0,3782.0,0.2621127879269261,0.11003420752565564,Q3
094 01 0 029.00,513  S 13TH ST,NASHVILLE,2013-04-30,2013,221900.0,221900.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,36.170181730608,-86.748125367867,47037019200,45478.0,3782.0,0.2621127879269261,0.11003420752565564,Q3
094 01 0 037.00,514  S 14TH ST,NASHVILLE,2013-04-25,2013,112500.0,112500.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,36.16995037632,-86.747016967159,47037019200,45478.0,3782.0,0.2621127879269261,0.11003420752565564,Q3
094 01 0 037.00,514  S 14TH ST,NASHVILLE,2013-04-25,2013,112500.0,112500.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,36.16995037632,-86.747016967159,47037019200,45478.0,3782.0,0.2621127879269261,0.11003420752565564,Q3
094 01 0 130.00,1012  DEW ST,NASHVILLE,2013-04-19,2013,152500.0,152500.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,36.166273093254,-86.752126426592,47037019200,45478.0,3782.0,0.2621127879269261,0.11003420752565564,Q3
094 01 0 194.00,722  S 13TH ST,NASHVILLE,2013-04-02,2013,10000.0,10000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,36.167259013611,-86.748640672356,47037019200,45478.0,3782.0,0.2621127879269261,0.11003420752565564,Q3
094 02 0 103.00,1814  LONG AVE,NASHVILLE,2013-04-19,2013,375000.0,375000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,36.169041991699,-86.738903836618,47037012200,58105.0,1981.0,0.11307420494699646,0.18734177215189873,Q4
094 05 0 054.00,1203  DAVIDSON ST,NASHVILLE,2013-04-08,2013,62500.0,62500.0,SINGLE FAMILY,,N,CLEAN,36.162425429038,-86.74987202579,47037019200,45478.0,3782.0,0.2621127879269261,0.11003420752565564,Q3
094 05 0 058.00,936  S 13TH CT,NASHVILLE,2013-04-08,2013,62500.0,62500.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,36.163124937099,-86.749001194908,47037019200,45478.0,3782.0,0.2621127879269261,0.11003420752565564,Q3
094 05 0 083.00,1307  DAVIDSON ST,NASHVILLE,2013-04-25,2013,40000.0,40000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,36.162688996316,-86.748636154429,47037019200,45478.0,3782.0,0.2621127879269261,0.11003420752565564,Q3
044 11 0 151.00,406  JONES ST,OLD HICKORY,2013-04-03,2013,114900.0,114900.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,36.267047531287,-86.645525060609,47037010501,48391.0,5806.0,0.19548742679986222,0.02445870088211708,Q3
044 11 0 164.00,609  CLEVES ST,OLD HICKORY,2013-04-30,2013,93500.0,93500.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,36.265063627806,-86.646135398852,47037010501,48391.0,5806.0,0.19548742679986222,0.02445870088211708,Q3
044 14 0 058.00,908  FOWLER ST,OLD HICKORY,2013-04-25,2013,130000.0,130000.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,36.261799606559,-86.654848552501,47037010501,48391.0,5806.0,0.19548742679986222,0.02445870088211708,Q3
052 13 0 097.00,2538  MIAMI AVE,NASHVILLE,2013-04-01,2013,242403.0,242403.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,36.23718110224,-86.711331026103,47037015300,61431.0,5946.0,0.08341845420497106,0.08884073672806067,Q4
052 13 0B 020.00,2515  SONAR ST,NASHVILLE,2013-04-09,2013,95000.0,95000.0,SINGLE FAMILY,,N,CLEAN,36.239292040537,-86.703955689072,47037015300,61431.0,5946.0,0.08341845420497106,0.08884073672806067,Q4
052 13 0B 217.00,2547  SONAR ST,NASHVILLE,2013-04-09,2013,84000.0,84000.0,SINGLE FAMILY,,N,CLEAN,36.241121483133,-86.704602507649,47037015300,61431.0,5946.0,0.08341845420497106,0.08884073672806067,Q4
053 03 0 223.00,1301  OVERTON ST,OLD HICKORY,2013-04-15,2013,185000.0,185000.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,36.257407843018,-86.643688944411,47037010501,48391.0,5806.0,0.19548742679986222,0.02445870088211708,Q3
053 06 0B 062.00,1964  WATERFORD DR,OLD HICKORY,2013-04-25,2013,147900.0,147900.0,SINGLE FAMILY,,N,CLEAN,36.248610870137,-86.65594161045,47037010501,48391.0,5806.0,0.19548742679986222,0.02445870088211708,Q3
053 06 0B 117.00,1987  WATERFORD DR,OLD HICKORY,2013-04-05,2013,155000.0,155000.0,SINGLE FAMILY,,N,CLEAN,36.248294726354,-86.6555246019,47037010501,48391.0,5806.0,0.19548742679986222,0.02445870088211708,Q3
053 07 0 045.00,1707  TURNER ST,OLD HICKORY,2013-04-12,2013,99000.0,99000.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,36.253114549034,-86.64302294876,47037010501,48391.0,5806.0,0.19548742679986222,0.02445870088211708,Q3
053 08 0 090.00,311  28TH ST,OLD HICKORY,2013-04-09,2013,75500.0,75500.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,36.247863439338,-86.63767263925,47037010502,56620.0,5186.0,0.1643756050338819,0.065279091769158,Q4
053 08 0 094.00,301  28TH ST,OLD HICKORY,2013-04-26,2013,25000.0,25000.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,36.247799119341,-86.637747009249,47037010502,56620.0,5186.0,0.1643756050338819,0.065279091769158,Q4
053 11 0 234.00,118  BECKER AVE,OLD HICKORY,2013-04-15,2013,93500.0,93500.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,36.245031229189,-86.642507296322,47037010502,56620.0,5186.0,0.1643756050338819,0.065279091769158,Q4
053 12 0 183.00,37  LAKESHORE CT,OLD HICKORY,2013-04-11,2013,224000.0,224000.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,36.246236230625,-86.634768068581,47037010502,56620.0,5186.0,0.1643756050338819,0.065279091769158,Q4
062 02 0A 338.00,3112  BARKSDALE HARBOR DR,NASHVILLE,2013-04-26,2013,133000.0,133000.0,SINGLE FAMILY,,N,CLEAN,36.238000129307,-86.697549796659,47037015300,61431.0,5946.0,0.08341845420497106,0.08884073672806067,Q4
062 02 0A 338.00,3112  BARKSDALE HARBOR DR,NASHVILLE,2013-04-26,2013,133000.0,133000.0,SINGLE FAMILY,,N,CLEAN,36.238000129307,-86.697549796659,47037015300,61431.0,5946.0,0.08341845420497106,0.08884073672806067,Q4
062 02 0B 019.00,4408  FROST ST,NASHVILLE,2013-04-18,2013,153000.0,153000.0,SINGLE FAMILY,,N,CLEAN,36.235094249811,-86.694302667373,47037015300,61431.0,5946.0,0.08341845420497106,0.08884073672806067,Q4
062 02 0B 096.00,4481  FROST ST,NASHVILLE,2013-04-15,2013,167000.0,167000.0,SINGLE FAMILY,,N,CLEAN,36.237904544876,-86.694416424363,47037015300,61431.0,5946.0,0.08341845420497106,0.08884073672806067,Q4
062 02 0B 109.00,3337  CAIN HARBOR DR,NASHVILLE,2013-04-24,2013,159000.0,159000.0,SINGLE FAMILY,,N,CLEAN,36.238546106448,-86.693548229038,47037015300,61431.0,5946.0,0.08341845420497106,0.08884073672806067,Q4
062 02 0B 135.00,4480  FROST ST,NASHVILLE,2013-04-01,2013,179000.0,179000.0,SINGLE FAMILY,,N,CLEAN,36.237875641277,-86.694278945483,47037015300,61431.0,5946.0,0.08341845420497106,0.08884073672806067,Q4
062 02 0B 153.00,4180  LONGFELLOW DR,NASHVILLE,2013-04-30,2013,167500.0,167500.0,SINGLE FAMILY,,N,CLEAN,36.236651032977,-86.691032918184,47037015300,61431.0,5946.0,0.08341845420497106,0.08884073672806067,Q4
062 02 0B 157.00,4164  LONGFELLOW DR,NASHVILLE,2013-04-18,2013,165000.0,165000.0,SINGLE FAMILY,,N,CLEAN,36.236240510609,-86.691379881954,47037015300,61431.0,5946.0,0.08341845420497106,0.08884073672806067,Q4
062 15 0 018.00,2612  LISHWOOD DR,NASHVILLE,2013-04-18,2013,210000.0,210000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,36.218284726243,-86.684603388622,47037015300,61431.0,5946.0,0.08341845420497106,0.08884073672806067,Q4
063 16 0A 018.00,1744  AARONWOOD DR,OLD HICKORY,2013-04-19,2013,156000.0,156000.0,SINGLE FAMILY,,N,CLEAN,36.216610701783,-86.633617298969,47037010502,56620.0,5186.0,0.1643756050338819,0.065279091769158,Q4
063 16 0A 028.00,665  GRANWOOD BLVD,OLD HICKORY,2013-04-17,2013,147500.0,147500.0,SINGLE FAMILY,,N,CLEAN,36.215745882964,-86.632880198414,47037010502,56620.0,5186.0,0.1643756050338819,0.065279091769158,Q4
063 16 0B 071.00,737  JAYWOOD DR,OLD HICKORY,2013-04-10,2013,137000.0,137000.0,SINGLE FAMILY,,N,CLEAN,36.217215967143,-86.629576373361,47037010502,56620.0,5186.0,0.1643756050338819,0.065279091769158,Q4
063 16 0B 148.00,200  TONYA CT,OLD HICKORY,2013-04-04,2013,155000.0,155000.0,SINGLE FAMILY,,N,CLEAN,36.214640746461,-86.624716115157,47037010502,56620.0,5186.0,0.1643756050338819,0.065279091769158,Q4
063 16 0C 007.00,5013  SOUTHFORK BLVD,OLD HICKORY,2013-04-10,2013,144000.0,144000.0,RESIDENTIAL CONDO,,N,CLEAN,36.219784840776,-86.630204359852,47037010502,56620.0,5186.0,0.1643756050338819,0.065279091769158,Q4
063 16 0C 061.00,5203  SOUTHFORK BLVD,OLD HICKORY,2013-04-12,2013,124500.0,124500.0,RESIDENTIAL CONDO,,N,CLEAN,36.218547441501,-86.631638735154,47037010502,56620.0,5186.0,0.1643756050338819,0.065279091769158,Q4
064 01 0 076.00,900  TABITHA LN,OLD HICKORY,2013-04-15,2013,356250.0,356250.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,36.232257095841,-86.630522450192,47037010502,56620.0,5186.0,0.1643756050338819,0.065279091769158,Q4
064 03 0C 032.00,1112  SAFETY HARBOR CV,OLD HICKORY,2013-04-25,2013,1295000.0,1295000.0,SINGLE FAMILY,,N,STATISTICAL_OUTLIER,36.240536333146,-86.603033178254,47037015401,63711.0,5662.0,0.11020840692334864,0.0759493670886076,Q4
064 08 0A 031.00,1201  MISTY GLEN CT,OLD HICKORY,2013-04-15,2013,231000.0,231000.0,SINGLE FAMILY,,N,CLEAN,36.22649383334,-86.595434966194,47037015401,63711.0,5662.0,0.11020840692334864,0.0759493670886076,Q4
064 16 0A 136.00,136  GENERAL JACKSON LN,HERMITAGE,2013-04-22,2013,85000.0,85000.0,RESIDENTIAL CONDO,,N,CLEAN,36.218824661094,-86.598905348243,47037015401,63711.0,5662.0,0.11020840692334864,0.0759493670886076,Q4
064 16 0C 080.00,913  BEXHILL CT S,HERMITAGE,2013-04-26,2013,137500.0,137500.0,SINGLE FAMILY,,N,CLEAN,36.219730559379,-86.599763160982,47037015401,63711.0,5662.0,0.11020840692334864,0.0759493670886076,Q4
064 16 0D 010.00,1717  STONE HOLLOW CT,HERMITAGE,2013-04-15,2013,170000.0,170000.0,SINGLE FAMILY,,N,CLEAN,36.21923127528,-86.593553313805,47037015401,63711.0,5662.0,0.11020840692334864,0.0759493670886076,Q4
064 16 0D 026.00,1824  BROOKMEADOW LN,HERMITAGE,2013-04-26,2013,155000.0,155000.0,SINGLE FAMILY,,N,CLEAN,36.218735763925,-86.590839180667,47037015401,63711.0,5662.0,0.11020840692334864,0.0759493670886076,Q4
064 16 0D 037.00,1764  STONE HOLLOW CT,HERMITAGE,2013-04-11,2013,151000.0,151000.0,SINGLE FAMILY,,N,CLEAN,36.218589983527,-86.591685735155,47037015401,63711.0,5662.0,0.11020840692334864,0.0759493670886076,Q4
064 16 0D 128.00,2237  CRESCENT VALLEY LN,HERMITAGE,2013-04-02,2013,169000.0,169000.0,SINGLE FAMILY,,N,CLEAN,36.221001570904,-86.593042025465,47037015401,63711.0,5662.0,0.11020840692334864,0.0759493670886076,Q4
064 16 0D 145.00,2509  WINTER SPRINGS CT,HERMITAGE,2013-04-26,2013,159900.0,159900.0,SINGLE FAMILY,,N,CLEAN,36.22178253001,-86.593951783588,47037015401,63711.0,5662.0,0.11020840692334864,0.0759493670886076,Q4
064 16 0D 175.00,2516  WINTER SPRINGS CT,HERMITAGE,2013-04-26,2013,159900.0,159900.0,SINGLE FAMILY,,N,CLEAN,36.221902003213,-86.593984186671,47037015401,63711.0,5662.0,0.11020840692334864,0.0759493670886076,Q4
064 16 0D 227.00,3105  REMINGTON PARK CT,HERMITAGE,2013-04-17,2013,155000.0,155000.0,SINGLE FAMILY,,N,CLEAN,36.224093780576,-86.593521280376,47037015401,63711.0,5662.0,0.11020840692334864,0.0759493670886076,Q4
064 16 0D 228.00,3101  REMINGTON PARK CT,HERMITAGE,2013-04-30,2013,154500.0,154500.0,SINGLE FAMILY,,N,CLEAN,36.224090468066,-86.593495232016,47037015401,63711.0,5662.0,0.11020840692334864,0.0759493670886076,Q4
065 13 0 072.00,4840  SHSHONE DR,OLD HICKORY,2013-04-26,2013,142000.0,142000.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,36.218908378422,-86.586214087317,47037015401,63711.0,5662.0,0.11020840692334864,0.0759493670886076,Q4
065 13 0 072.00,4840  SHSHONE DR,OLD HICKORY,2013-04-26,2013,142000.0,142000.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,36.218908378422,-86.586214087317,47037015401,63711.0,5662.0,0.11020840692334864,0.0759493670886076,Q4
073 03 0 028.00,2504  PLEASANT GREEN RD,NASHVILLE,2013-04-05,2013,154900.0,154900.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,36.214065178743,-86.683242812064,47037015300,61431.0,5946.0,0.08341845420497106,0.08884073672806067,Q4
073 16 0 017.00,2428  CABIN HILL RD,NASHVILLE,2013-04-05,2013,189100.0,189100.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,36.196830298945,-86.678275034281,47037015300,61431.0,5946.0,0.08341845420497106,0.08884073672806067,Q4
073 16 0 052.00,2457  CABIN HILL RD,NASHVILLE,2013-04-12,2013,131500.0,131500.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,36.19631184018,-86.675887578022,47037015300,61431.0,5946.0,0.08341845420497106,0.08884073672806067,Q4
073 16 0A 126.00,126  CUMBERLAND TRCE,NASHVILLE,2013-04-30,2013,128000.0,128000.0,RESIDENTIAL CONDO,,N,CLEAN,36.192465635973,-86.671350402194,47037015300,61431.0,5946.0,0.08341845420497106,0.08884073672806067,Q4
073 16 0A 203.00,203  CUMBERLAND TRCE,NASHVILLE,2013-04-22,2013,124900.0,124900.0,RESIDENTIAL CONDO,,N,CLEAN,36.192386239837,-86.671086646364,47037015300,61431.0,5946.0,0.08341845420497106,0.08884073672806067,Q4
074 08 0 109.00,7025  BONNAFAIR DR,HERMITAGE,2013-04-08,2013,106500.0,106500.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,36.204871318742,-86.633562529547,47037015402,52426.0,4466.0,0.044642857142857144,0.04593453009503696,Q3
075 06 0 117.00,306  MONACO DR,HERMITAGE,2013-04-15,2013,119800.0,119800.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,36.207606764157,-86.616458624325,47037015401,63711.0,5662.0,0.11020840692334864,0.0759493670886076,Q4
075 09 0 030.00,3932  PLANTATION DR,HERMITAGE,2013-04-16,2013,114000.0,114000.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,36.200887047461,-86.628182162408,47037015402,52426.0,4466.0,0.044642857142857144,0.04593453009503696,Q3
075 11 0A 003.00,4217  RACHEL DONELSON PASS,HERMITAGE,2013-04-30,2013,217500.0,217500.0,SINGLE FAMILY,,N,CLEAN,36.199969808766,-86.606197423316,47037015405,53516.0,5048.0,0.09902565122290714,0.06550868486352357,Q4
075 12 0A 170.00,633  BELGIUM DR,HERMITAGE,2013-04-30,2013,131500.0,131500.0,SINGLE FAMILY,,N,CLEAN,36.202548534022,-86.598406117297,47037015405,53516.0,5048.0,0.09902565122290714,0.06550868486352357,Q4
075 13 0 201.00,309  BONNALYNN DR,HERMITAGE,2013-04-08,2013,106000.0,106000.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,36.196664449319,-86.625791753636,47037015402,52426.0,4466.0,0.044642857142857144,0.04593453009503696,Q3
075 14 0 090.00,8207  TERRY LN,HERMITAGE,2013-04-30,2013,137500.0,137500.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,36.196587446607,-86.614313836671,47037015404,40028.0,2754.0,0.1273006134969325,0.22615287428932407,Q2
075 15 0A 115.00,115  STONERS GLEN DR,HERMITAGE,2013-04-03,2013,215000.0,215000.0,RESIDENTIAL CONDO,,N,CLEAN,36.193360691173,-86.605724430084,47037015623,44535.0,5662.0,0.21895482728077945,0.05768470960094824,Q3
075 15 0A 149.00,149  STONERS GLEN DR,HERMITAGE,2013-04-15,2013,223000.0,223000.0,RESIDENTIAL CONDO,,N,CLEAN,36.19497336919,-86.603290831291,47037015623,44535.0,5662.0,0.21895482728077945,0.05768470960094824,Q3
075 16 0A 042.00,820  WALDEN WAY,HERMITAGE,2013-04-12,2013,215000.0,215000.0,SINGLE FAMILY,,N,CLEAN,36.195495147666,-86.589432978829,47037015622,75074.0,4179.0,0.13060148574167266,0.0,Q5 (Highest)
075 16 0A 062.00,724  WYNTREE  N,HERMITAGE,2013-04-26,2013,202000.0,202000.0,SINGLE FAMILY,,N,CLEAN,36.195986902687,-86.590253030355,47037015622,75074.0,4179.0,0.13060148574167266,0.0,Q5 (Highest)
075 16 0A 067.00,705  WYNTREE  N,HERMITAGE,2013-04-19,2013,212000.0,212000.0,SINGLE FAMILY,,N,CLEAN,36.195929828665,-86.590495576288,47037015622,75074.0,4179.0,0.13060148574167266,0.0,Q5 (Highest)
076 05 0 015.00,708  HIDDEN HILL DR,HERMITAGE,2013-04-12,2013,125000.0,125000.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,36.204887155786,-86.586012504456,47037015405,53516.0,5048.0,0.09902565122290714,0.06550868486352357,Q4
076 09 0 015.00,824  STONER MILL LN,HERMITAGE,2013-04-26,2013,119900.0,119900.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,36.203888255605,-86.586508213821,47037015405,53516.0,5048.0,0.09902565122290714,0.06550868486352357,Q4
084 11 0 110.00,2346  DENNYWOOD DR,NASHVILLE,2013-04-03,2013,124900.0,124900.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,36.179742049129,-86.683249928313,47037015200,61404.0,2792.0,0.16045845272206305,0.07547169811320754,Q4
084 12 0 102.00,3201  FRENO LN,NASHVILLE,2013-04-22,2013,162500.0,162500.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,36.179131276354,-86.676637605762,47037015300,61431.0,5946.0,0.08341845420497106,0.08884073672806067,Q4
085 01 0 001.00,2693  GLENOAKS DR,NASHVILLE,2013-04-16,2013,212000.0,212000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,36.190617138372,-86.670752001759,47037015300,61431.0,5946.0,0.08341845420497106,0.08884073672806067,Q4
085 14 0A 212.00,212  RIVERSTONE CT,NASHVILLE,2013-04-26,2013,104000.0,104000.0,RESIDENTIAL CONDO,,N,CLEAN,36.171204390615,-86.653860605321,47037015501,56480.0,3131.0,0.11236724905789654,0.10156703424260012,Q4
086 04 0B 043.00,4901  TULIP GROVE LN,HERMITAGE,2013-04-12,2013,219900.0,219900.0,SINGLE FAMILY,,N,CLEAN,36.192924832291,-86.592072067209,47037015622,75074.0,4179.0,0.13060148574167266,0.0,Q5 (Highest)
086 04 0D 020.00,2101  GINA LN,HERMITAGE,2013-04-29,2013,236900.0,236900.0,SINGLE FAMILY,,N,CLEAN,36.18978439193,-86.593988113985,47037015623,44535.0,5662.0,0.21895482728077945,0.05768470960094824,Q3
086 07 0 145.00,1533  MARKET SQ,HERMITAGE,2013-04-22,2013,132500.0,132500.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,36.183901690307,-86.599804557008,47037015623,44535.0,5662.0,0.21895482728077945,0.05768470960094824,Q3
086 08 0 090.00,1577  MARKET SQ,HERMITAGE,2013-04-05,2013,170000.0,170000.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,36.184069833989,-86.597465178557,47037015623,44535.0,5662.0,0.21895482728077945,0.05768470960094824,Q3
086 08 0A 006.00,216  CAHABA CV,HERMITAGE,2013-04-26,2013,159900.0,159900.0,SINGLE FAMILY,,N,CLEAN,36.186812471896,-86.595603818619,47037015623,44535.0,5662.0,0.21895482728077945,0.05768470960094824,Q3
086 12 0A 035.00,220  WINDMILL TRL,HERMITAGE,2013-04-26,2013,55000.0,55000.0,VACANT RES LAND,,Y,CLEAN,36.180830355362,-86.597704695577,47037015623,44535.0,5662.0,0.21895482728077945,0.05768470960094824,Q3
086 12 0A 036.00,216  WINDMILL TRL,HERMITAGE,2013-04-26,2013,55000.0,55000.0,VACANT RES LAND,,Y,CLEAN,36.180761306047,-86.597687834704,47037015623,44535.0,5662.0,0.21895482728077945,0.05768470960094824,Q3
086 12 0A 116.00,208  WINDMILL TRL,HERMITAGE,2013-04-26,2013,55000.0,55000.0,VACANT RES LAND,,Y,CLEAN,36.18061965956,-86.597630934965,47037015623,44535.0,5662.0,0.21895482728077945,0.05768470960094824,Q3
086 14 0A 100.00,100  THISTLE LN,HERMITAGE,2013-04-30,2013,85200.0,85200.0,RESIDENTIAL CONDO,,N,CLEAN,36.174471783907,-86.611807166653,47037015623,44535.0,5662.0,0.21895482728077945,0.05768470960094824,Q3
086 14 0B 108.00,213  WOODLAND CT,HERMITAGE,2013-04-15,2013,173000.0,173000.0,SINGLE FAMILY,,N,CLEAN,36.172923453666,-86.618572454559,47037015609,60156.0,4070.0,0.05626535626535627,0.08146897425073871,Q4
086 16 0 021.00,4213  VALLEY GROVE DR,HERMITAGE,2013-04-29,2013,94900.0,94900.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,36.172594097728,-86.591539163568,47037015622,75074.0,4179.0,0.13060148574167266,0.0,Q5 (Highest)
087 01 0A 045.00,4321  CHESNEY GLEN DR,HERMITAGE,2013-04-18,2013,145000.0,145000.0,SINGLE FAMILY,,N,CLEAN,36.185442511275,-86.583855823587,47037015622,75074.0,4179.0,0.13060148574167266,0.0,Q5 (Highest)
087 01 0A 072.00,4205  CHESNEY GLEN DR,HERMITAGE,2013-04-05,2013,149000.0,149000.0,SINGLE FAMILY,,N,CLEAN,36.188798196866,-86.58530849075,47037015622,75074.0,4179.0,0.13060148574167266,0.0,Q5 (Highest)
087 01 0A 099.00,2908  CHESNEY CT,HERMITAGE,2013-04-25,2013,158000.0,158000.0,SINGLE FAMILY,,N,CLEAN,36.186967786148,-86.583879649405,47037015622,75074.0,4179.0,0.13060148574167266,0.0,Q5 (Highest)
087 01 0A 115.00,3704  CRESTON CT,HERMITAGE,2013-04-12,2013,154900.0,154900.0,SINGLE FAMILY,,N,CLEAN,36.185481952676,-86.585510072801,47037015622,75074.0,4179.0,0.13060148574167266,0.0,Q5 (Highest)
087 01 0B 015.00,308  RACHAELS MEADOW CT,HERMITAGE,2013-04-30,2013,194040.0,194040.0,SINGLE FAMILY,,N,CLEAN,36.188143843863,-86.587116152128,47037015622,75074.0,4179.0,0.13060148574167266,0.0,Q5 (Highest)
087 02 0 082.00,4520  RACCOON TRL,HERMITAGE,2013-04-30,2013,197000.0,197000.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,36.191575916165,-86.57964921058,47037015622,75074.0,4179.0,0.13060148574167266,0.0,Q5 (Highest)
087 05 0A 111.00,5618  ROYAL CT,HERMITAGE,2013-04-25,2013,120000.0,120000.0,SINGLE FAMILY,,N,CLEAN,36.183855757266,-86.587387459431,47037015622,75074.0,4179.0,0.13060148574167266,0.0,Q5 (Highest)
087 05 0A 141.00,5508  KNOLLCREST CT,HERMITAGE,2013-04-18,2013,139000.0,139000.0,SINGLE FAMILY,,N,CLEAN,36.182970060911,-86.584939336867,47037015622,75074.0,4179.0,0.13060148574167266,0.0,Q5 (Highest)
094 16 0E 038.00,752  SPENCE ENCLAVE LN,NASHVILLE,2013-04-24,2013,149900.0,149900.0,RESIDENTIAL CONDO,,N,CLEAN,36.1523787882,-86.719230160057,47037019600,50125.0,4216.0,0.1325901328273245,0.11981566820276497,Q3
094 16 0E 078.00,763  SPENCE ENCLAVE LN,NASHVILLE,2013-04-18,2013,140000.0,140000.0,RESIDENTIAL CONDO,,N,CLEAN,36.152414505375,-86.718959053608,47037019600,50125.0,4216.0,0.1325901328273245,0.11981566820276497,Q3
095 02 0 025.00,231  DONELSON HILLS DR,NASHVILLE,2013-04-05,2013,133700.0,133700.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,36.168514860412,-86.699685284074,47037015200,61404.0,2792.0,0.16045845272206305,0.07547169811320754,Q4
095 05 0 058.00,255  WILOWEN DR,NASHVILLE,2013-04-26,2013,129900.0,129900.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,36.160593532749,-86.706830394193,47037019600,50125.0,4216.0,0.1325901328273245,0.11981566820276497,Q3
095 05 0B 006.00,2120  LEBANON PIKE,NASHVILLE,2013-04-12,2013,99000.0,99000.0,RESIDENTIAL CONDO,,N,CLEAN,36.160428171343,-86.702713299488,47037019600,50125.0,4216.0,0.1325901328273245,0.11981566820276497,Q3
095 08 0 051.00,337  TAMWORTH DR,NASHVILLE,2013-04-05,2013,94900.0,94900.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,36.161784962785,-86.679386238434,47037015100,52207.0,4402.0,0.11493728620296466,0.04779607010090282,Q3
